wbsendit__Activity__c,ACTIVITY_DATE,ACTIVITY_REPORT,BOUNCE_REASON,Name,wbsendit__Campaign_ID__c,CITY,COMPOUND_KEY,wbsendit__Contact__c,COUNTRY_CODE,COUNTRY_NAME,CREATED_BY,EMAIL_ADDRESS,IP_ADDRESS,LAST_MODIFIED_BY,LEAD,LOCATION,OWNER,REGION,URL_CLICKED
Clicked,2020-04-15T02:31:19.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100169&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 694,CM100169,Houston,CM100169 user694@example.org 2025-04-17 14:05:19.397,A0694,US,United States,,user694@example.org,,,,,,New York,http://mfbhope24.givesmart.com/694
Clicked,2020-02-26T16:23:42.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100171&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 710,CM100171,New York,CM100171 user710@example.org 2025-04-17 14:05:19.397,A0710,US,United States,,user710@example.org,,,,,,,http://mfbhope24.givesmart.com/710
Unsubscribed,2020-01-30T03:23:49.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100174&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 742,CM100174,Phoenix,CM100174 user742@example.org 2025-04-17 14:05:19.397,A0742,US,United States,,user742@example.org,,,,,,California,http://mfbhope24.givesmart.com/742
Clicked,2020-04-07T01:11:42.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100175&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 758,CM100175,Phoenix,CM100175 user758@example.org 2025-04-17 14:05:19.397,A0758,US,United States,,user758@example.org,,,,,,New York,http://mfbhope24.givesmart.com/758
Unsubscribed,2020-02-11T21:52:39.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100177&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 774,CM100177,Chicago,CM100177 user774@example.org 2025-04-17 14:05:19.397,A0774,US,United States,,user774@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/774
Clicked,2020-01-18T03:55:20.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100180&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 806,CM100180,Phoenix,CM100180 user806@example.org 2025-04-17 14:05:19.397,A0806,US,United States,,user806@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/806
Bounced,2020-02-12T13:14:10.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100182&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 822,CM100182,,CM100182 user822@example.org 2025-04-17 14:05:19.397,A0822,US,United States,,user822@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/822
Opened,2020-01-23T11:10:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100183&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 838,CM100183,Chicago,CM100183 user838@example.org 2025-04-17 14:05:19.397,A0838,US,United States,,user838@example.org,,,,,,New York,http://mfbhope24.givesmart.com/838
Bounced,2020-01-31T09:47:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100190&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 902,CM100190,,CM100190 user902@example.org 2025-04-17 14:05:19.397,A0902,US,United States,,user902@example.org,,,,,,California,http://mfbhope24.givesmart.com/902
Unsubscribed,2020-02-11T23:52:44.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100193&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 934,CM100193,,CM100193 user934@example.org 2025-04-17 14:05:19.397,A0934,US,United States,,user934@example.org,,,,,,New York,http://mfbhope24.givesmart.com/934
Bounced,2020-01-31T05:49:43.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100195&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 950,CM100195,New York,CM100195 user950@example.org 2025-04-17 14:05:19.397,A0950,US,United States,,user950@example.org,,,,,,California,http://mfbhope24.givesmart.com/950
Opened,2020-03-01T02:55:07.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100196&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 966,CM100196,Chicago,CM100196 user966@example.org 2025-04-17 14:05:19.397,A0966,US,United States,,user966@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/966
Clicked,2020-04-14T18:10:47.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100199&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 998,CM100199,Los Angeles,CM100199 user998@example.org 2025-04-17 14:05:19.397,A0998,US,United States,,user998@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/998
Unsubscribed,2020-02-26T16:10:45.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100135&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 35,CM100135,Los Angeles,CM100135 user35@example.org 2025-04-17 14:05:19.397,A0035,US,United States,,user35@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/35
Clicked,2020-01-26T10:08:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100151&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 51,CM100151,Los Angeles,CM100151 user51@example.org 2025-04-17 14:05:19.397,A0051,US,United States,,user51@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/51
Unsubscribed,2020-04-04T04:41:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100167&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 67,CM100167,New York,CM100167 user67@example.org 2025-04-17 14:05:19.397,A0067,US,United States,,user67@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/67
Opened,2020-03-08T12:23:57.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100183&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 83,CM100183,New York,CM100183 user83@example.org 2025-04-17 14:05:19.397,A0083,US,United States,,user83@example.org,,,,,,California,http://mfbhope24.givesmart.com/83
Bounced,2020-01-27T13:19:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100114&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 147,CM100114,New York,CM100114 user147@example.org 2025-04-17 14:05:19.397,A0147,US,United States,,user147@example.org,,,,,,California,http://mfbhope24.givesmart.com/147
Bounced,2020-01-10T11:47:03.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100117&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 179,CM100117,Los Angeles,CM100117 user179@example.org 2025-04-17 14:05:19.397,A0179,US,United States,,user179@example.org,,,,,,California,http://mfbhope24.givesmart.com/179
Bounced,2020-02-04T12:05:51.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100119&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 195,CM100119,New York,CM100119 user195@example.org 2025-04-17 14:05:19.397,A0195,US,United States,,user195@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/195
Bounced,2020-02-07T18:21:12.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100121&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 211,CM100121,Los Angeles,CM100121 user211@example.org 2025-04-17 14:05:19.397,A0211,US,United States,,user211@example.org,,,,,,California,http://mfbhope24.givesmart.com/211
Clicked,2020-04-02T14:49:20.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100138&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 381,CM100138,Phoenix,CM100138 user381@example.org 2025-04-17 14:05:19.397,A0381,US,United States,,user381@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/381
Opened,2020-02-04T19:17:46.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100141&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 413,CM100141,Chicago,CM100141 user413@example.org 2025-04-17 14:05:19.397,A0413,US,United States,,user413@example.org,,,,,,,http://mfbhope24.givesmart.com/413
Clicked,2020-04-15T16:36:20.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100142&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 429,CM100142,Los Angeles,CM100142 user429@example.org 2025-04-17 14:05:19.397,A0429,US,United States,,user429@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/429
Clicked,2020-01-12T19:00:53.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100144&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 445,CM100144,,CM100144 user445@example.org 2025-04-17 14:05:19.397,A0445,US,United States,,user445@example.org,,,,,,California,http://mfbhope24.givesmart.com/445
Opened,2020-03-22T02:21:25.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100146&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 461,CM100146,New York,CM100146 user461@example.org 2025-04-17 14:05:19.397,A0461,US,United States,,user461@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/461
Opened,2020-04-10T04:06:06.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100147&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 477,CM100147,,CM100147 user477@example.org 2025-04-17 14:05:19.397,A0477,US,United States,,user477@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/477
,2020-03-02T18:52:31.000Z,,,Campaign 493,CM100149,New York,CM100149 user493@example.org 2025-04-17 14:05:19.397,A0493,US,United States,,user493@example.org,,,,,,,http://mfbhope24.givesmart.com/493
Unsubscribed,2020-01-25T11:19:07.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100150&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 509,CM100150,Houston,CM100150 user509@example.org 2025-04-17 14:05:19.397,A0509,US,United States,,user509@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/509
Bounced,2020-04-23T15:58:54.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100152&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 525,CM100152,,CM100152 user525@example.org 2025-04-17 14:05:19.397,A0525,US,United States,,user525@example.org,,,,,,California,http://mfbhope24.givesmart.com/525
Clicked,2020-03-04T22:25:49.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100157&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 573,CM100157,Chicago,CM100157 user573@example.org 2025-04-17 14:05:19.397,A0573,US,United States,,user573@example.org,,,,,,California,http://mfbhope24.givesmart.com/573
,2020-03-23T11:51:00.000Z,,,Campaign 605,CM100160,,CM100160 user605@example.org 2025-04-17 14:05:19.397,A0605,US,United States,,user605@example.org,,,,,,New York,http://mfbhope24.givesmart.com/605
,2020-03-27T23:01:30.000Z,,,Campaign 621,CM100162,Phoenix,CM100162 user621@example.org 2025-04-17 14:05:19.397,A0621,US,United States,,user621@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/621
Clicked,2020-02-22T03:06:39.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100163&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 637,CM100163,Los Angeles,CM100163 user637@example.org 2025-04-17 14:05:19.397,A0637,US,United States,,user637@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/637
Bounced,2020-03-01T19:45:49.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100165&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 653,CM100165,Chicago,CM100165 user653@example.org 2025-04-17 14:05:19.397,A0653,US,United States,,user653@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/653
,2020-04-09T20:39:46.000Z,,,Campaign 685,CM100168,,CM100168 user685@example.org 2025-04-17 14:05:19.397,A0685,US,United States,,user685@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/685
Clicked,2020-01-21T05:41:10.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100170&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 701,CM100170,Los Angeles,CM100170 user701@example.org 2025-04-17 14:05:19.397,A0701,US,United States,,user701@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/701
Clicked,2020-03-06T01:04:02.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100171&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 717,CM100171,,CM100171 user717@example.org 2025-04-17 14:05:19.397,A0717,US,United States,,user717@example.org,,,,,,New York,http://mfbhope24.givesmart.com/717
Unsubscribed,2020-03-29T14:50:18.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100174&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 749,CM100174,Chicago,CM100174 user749@example.org 2025-04-17 14:05:19.397,A0749,US,United States,,user749@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/749
Bounced,2020-03-08T18:32:49.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100181&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 813,CM100181,Houston,CM100181 user813@example.org 2025-04-17 14:05:19.397,A0813,US,United States,,user813@example.org,,,,,,New York,http://mfbhope24.givesmart.com/813
Unsubscribed,2020-03-11T18:33:48.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100184&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 845,CM100184,New York,CM100184 user845@example.org 2025-04-17 14:05:19.397,A0845,US,United States,,user845@example.org,,,,,,,http://mfbhope24.givesmart.com/845
Bounced,2020-03-24T18:40:12.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100190&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 909,CM100190,Phoenix,CM100190 user909@example.org 2025-04-17 14:05:19.397,A0909,US,United States,,user909@example.org,,,,,,New York,http://mfbhope24.givesmart.com/909
,2020-02-06T01:06:07.000Z,,,Campaign 973,CM100197,Phoenix,CM100197 user973@example.org 2025-04-17 14:05:19.397,A0973,US,United States,,user973@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/973
Unsubscribed,2020-02-24T02:33:11.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100198&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 989,CM100198,Phoenix,CM100198 user989@example.org 2025-04-17 14:05:19.397,A0989,US,United States,,user989@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/989
Opened,2020-01-06T17:12:12.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100126&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 26,CM100126,New York,CM100126 user26@example.org 2025-04-17 14:05:19.397,A0026,US,United States,,user26@example.org,,,,,,California,http://mfbhope24.givesmart.com/26
,2020-03-16T19:36:17.000Z,,,Campaign 42,CM100142,Los Angeles,CM100142 user42@example.org 2025-04-17 14:05:19.397,A0042,US,United States,,user42@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/42
,2020-01-12T19:31:43.000Z,,,Campaign 90,CM100190,,CM100190 user90@example.org 2025-04-17 14:05:19.397,A0090,US,United States,,user90@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/90
Unsubscribed,2020-04-01T01:46:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100110&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 106,CM100110,New York,CM100110 user106@example.org 2025-04-17 14:05:19.397,A0106,US,United States,,user106@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/106
,2020-01-12T05:21:22.000Z,,,Campaign 122,CM100112,New York,CM100112 user122@example.org 2025-04-17 14:05:19.397,A0122,US,United States,,user122@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/122
Unsubscribed,2020-04-17T04:40:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100113&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 138,CM100113,Chicago,CM100113 user138@example.org 2025-04-17 14:05:19.397,A0138,US,United States,,user138@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/138
Opened,2020-03-06T15:03:26.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100118&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 186,CM100118,Houston,CM100118 user186@example.org 2025-04-17 14:05:19.397,A0186,US,United States,,user186@example.org,,,,,,New York,http://mfbhope24.givesmart.com/186
Clicked,2020-03-13T11:30:28.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100120&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 202,CM100120,Los Angeles,CM100120 user202@example.org 2025-04-17 14:05:19.397,A0202,US,United States,,user202@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/202
Bounced,2020-04-11T06:47:39.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100121&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 218,CM100121,,CM100121 user218@example.org 2025-04-17 14:05:19.397,A0218,US,United States,,user218@example.org,,,,,,New York,http://mfbhope24.givesmart.com/218
Bounced,2020-03-07T07:16:57.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100129&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 291,CM100129,Chicago,CM100129 user291@example.org 2025-04-17 14:05:19.397,A0291,US,United States,,user291@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/291
,2020-02-14T06:23:14.000Z,,,Campaign 323,CM100132,Houston,CM100132 user323@example.org 2025-04-17 14:05:19.397,A0323,US,United States,,user323@example.org,,,,,,California,http://mfbhope24.givesmart.com/323
Opened,2020-03-01T18:36:42.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100138&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 387,CM100138,Houston,CM100138 user387@example.org 2025-04-17 14:05:19.397,A0387,US,United States,,user387@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/387
Opened,2020-04-24T11:24:47.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100140&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 403,CM100140,New York,CM100140 user403@example.org 2025-04-17 14:05:19.397,A0403,US,United States,,user403@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/403
Clicked,2020-02-26T12:38:25.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100143&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 435,CM100143,Houston,CM100143 user435@example.org 2025-04-17 14:05:19.397,A0435,US,United States,,user435@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/435
Bounced,2020-02-28T07:09:56.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100127&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 275,CM100127,Los Angeles,CM100127 user275@example.org 2025-04-17 14:05:19.397,A0275,US,United States,,user275@example.org,,,,,,New York,http://mfbhope24.givesmart.com/275
,2020-02-25T20:39:11.000Z,,,Campaign 733,CM100173,Houston,CM100173 user733@example.org 2025-04-17 14:05:19.397,A0733,US,United States,,user733@example.org,,,,,,,http://mfbhope24.givesmart.com/733
Unsubscribed,2020-04-22T12:31:03.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100179&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 797,CM100179,,CM100179 user797@example.org 2025-04-17 14:05:19.397,A0797,US,United States,,user797@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/797
Clicked,2020-01-29T08:56:12.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100145&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 451,CM100145,Houston,CM100145 user451@example.org 2025-04-17 14:05:19.397,A0451,US,United States,,user451@example.org,,,,,,California,http://mfbhope24.givesmart.com/451
Unsubscribed,2020-01-16T03:04:56.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100146&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 467,CM100146,Phoenix,CM100146 user467@example.org 2025-04-17 14:05:19.397,A0467,US,United States,,user467@example.org,,,,,,,http://mfbhope24.givesmart.com/467
